dec_PER_Iranian_Revolutionary_Guards_Basij_title;Islamic Guard and Basji Militia;;;;;;;;;;;;;x
dec_PER_Iranian_Revolutionary_Guards_Basij_desc;The Islamic revolutionary Guard are Iran’s elite troops. Instilled with the best equipment and training, these troops are the fundamentalist vanguard of the Islamic revolution. The Basji Militia are composed of very young men and men too old for service. However these troops are endowed with a fanatical will to bleed for Islam. The main drawback with these religious soldiers is in the lack of coordination with the Regular army. This disarray of the land forces is compensated to some extent by Iran’s excellent air force pilots.;;;;;;;;;;;;;x
dec_PER_Iranian_people_fight_on_title;Iran will fight!;;;;;;;;;;;;;x
dec_PER_Iranian_people_fight_on_desc;The Iranian people rally to the cause! The army swells in numbers and many more Basji militia volunteer to die for the Islamic revolution.;;;;;;;;;;;;;x
dec_PER_Iran_naval_blockade_title;Blockade Iraqi shipping;;;;;;;;;;;;;x
dec_PER_Iran_naval_blockade_desc;The Iranian Navy imposed a naval blockade of Iraq, stopping and inspecting any ship thought to be trading with Iraq. They operated with virtual impunity, as Iraqi pilots had little training in hitting naval targets. Some Iranian warships attacked tankers with ship-to-ship missiles, while others used their radars to guide land-based anti-ship missiles to their targets. Iran began to rely on its new Revolutionary Guard's navy, which used Boghammar speedboats: fitted with rocket launchers, RPGs, and heavy machine guns, these speedboats would launch surprise attacks against tankers and cause substantial damage.;;;;;;;;;;;;;x
dec_PER_Iran_fatwa_Iraq_title;Declares a Fatwa on Iraq;;;;;;;;;;;;;x
dec_PER_Iran_fatwa_Iraq_desc;Ayatollah Khomeini issued a fatwa declaring that the war must be won within a year. The Iranians increased recruitment efforts, obtaining 650,000 volunteers. The animosity between the Army and the Revolutionary Guard arose again, with the Army wanting to use more refined, limited military attacks while the Revolutionary Guard wanted to carry out major offensives.;;;;;;;;;;;;;x
dec_PER_Iran_warend_title;End the Iran-Iraq War;;;;;;;;;;;;;x
dec_PER_Iran_warend_desc;Iran accepted Resolution 598, showing its willingness to accept a ceasefire. A statement from Khomeini was read out in a radio address, and he expressed deep displeasure and reluctance about accepting the ceasefire: “Happy are those who have departed through martyrdom. Happy are those who have lost their lives in this convoy of light. Unhappy am I that I still survive and have drunk the poisoned chalice...”;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
## SYR ##;;;;;;;;;;;;;;x
dec_SYR_Syrian_oil_pipe_closure_title;Close Syria-Iraq Oil pipeline;;;;;;;;;;;;;x
dec_SYR_Syrian_oil_pipe_closure_desc;Syria, one of the few nations that supported Iran, closed the Kirkuk–Banias pipeline that had allowed Iraqi oil to reach tankers on the Mediterranean, reducing the Iraqi budget by US$5 billion per month. Syria's closure of the Kirkuk-Banis pipeline left Iraq with the pipeline to Turkey as the only mean of exporting oil. However, that pipeline had a capacity of only 500,000 barrels per day (79,000 m3/d), which was insufficient to pay for the war. It appeared that Iraq’s war would be bled dry before it had begun.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
## KWT ##;;;;;;;;;;;;;;x
dec_KWT_Kuwait_finance_Iraq_title;Finance the Iraqi war machine;;;;;;;;;;;;;x
dec_KWT_Kuwait_finance_Iraq_desc;Kuwait feared a powerful Iran enough to contribute financial aid to Iraq to counter the Oil pipeline strangle hold.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
## SAU ##;;;;;;;;;;;;;;x
dec_SAU_Saudi_finance_Iraq_title;Finance the Iraqi war machine;;;;;;;;;;;;;x
dec_SAU_Saudi_finance_Iraq_desc;Saudi Arabia, Kuwait and the other Gulf States provided Iraq with an average of $60 billion in subsidies per year. These nations greatly feared an Iranian victory especially after the Iranian leader Ayatollah Khomeini declared monarchies to be illegitimate and an un-Islamic form of government. Thanks to this financial aid Iraq could continue its war against Iran despite the Syrian Oil pipeline trade closure.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
## USA ##;;;;;;;;;;;;;;x
dec_USA_Iraq_support_title;Send military aid to Iraq;;;;;;;;;;;;;x
dec_USA_Iraq_support_desc;The diplomatic, monetary, and military support by the U.S., including massive loans, political clout, and intelligence on Iranian deployments gathered using American spy satellites were crucial to the Iraqi war effort. The Iraqis relied heavily on American satellite footage and radar planes to detect Iranian troop movements, and they enabled Iraq to move troops to the site before the battle. The US President that the United States "could not afford to allow Iraq to lose the war to Iran", and that the United States "would do whatever was necessary to prevent Iraq from losing the war with Iran".;;;;;;;;;;;;;x
dec_USA_Resolution598_title;UN Resolution 598;;;;;;;;;;;;;x
dec_USA_Resolution598_desc;The UN Security Council passed the US-sponsored Resolution 598, which called for an end to the fighting and a return to pre-war boundaries.[ This resolution was noted by Iran for being the first resolution to call for a return to the pre-war borders, and setting up a commission to determine the aggressor and compensation. This was in contrast to previous settlements that only allowed a ceasefire (leaving Iraq in possession of disputed Iranian territories).;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
## FRA ##;;;;;;;;;;;;;;x
dec_FRA_Iraq_support_title;Send military aid to Iraq;;;;;;;;;;;;;x
dec_FRA_Iraq_support_desc;France sold Iraq millions of dollars worth of weapons, including Gazelle helicopters, Mirage F-1 fighters, and Exocet missiles.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
## FRG ##;;;;;;;;;;;;;;x
dec_FRG_Iraq_support_title;Send military aid to Iraq;;;;;;;;;;;;;x
dec_FRG_Iraq_support_desc;West Germany supplied Iraq with military hardware including Roland missiles.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
## SOV ##;;;;;;;;;;;;;;x
dec_SOV_Iraq_support_title;Send military aid to Iraq;;;;;;;;;;;;;x
dec_SOV_Iraq_support_desc;The Soviet Union, angered with Iran for purging and destroying the Tudeh Party (Iran's national communist party), sent large shipments of weapons to Iraq. The Iraqi Air Force was rearmed with Soviet and French fighter jets and helicopters. Iraq also bought weapons such as AK-47s and rocket-propelled grenades from the Chinese. The depleted tank forces were replenished with Soviet tanks, and the Iraqis were rearmed in the face of renewed Iranian attacks.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
## CHC ##;;;;;;;;;;;;;;x
dec_CHC_Iran_support_title;Send military aid to Iran;;;;;;;;;;;;;x
dec_CHC_Iran_support_desc;Iran was unable to get very many new weapons, though they did gain some from China, North Korea, and Libya. There were also clandestine purchases from certain elements within Israel and the United States, who also bought small arms from China, via North Korea.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Events ;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
## IRQ ##;;;;;;;;;;;;;;x
EVTNAME221100;War Between Iran and Iraq;;;;;;;;;;;;;;x
EVTDESC221100;This is the AI only event which begins the war between Iran and Iraq. The player has a separate decision for this.;;;;;;;;;;;;;;x
EVTOPTA221100;It is WAR!;;;;;;;;;;;;;;x
EVTNAME221001;Kuwait lends a hand;;;;;;;;;;;;;;x
EVTDESC221001;Kuwait is providing Iraq with money to help in the war with Iran.;;;;;;;;;;;;;;x
EVTOPTA221001;Thank You Kuwait!;;;;;;;;;;;;;;x
EVTNAME221002;Saudi Arabia Helps;;;;;;;;;;;;;;x
EVTDESC221002;Saudi Arabia is providing Iraq with money to help in the war with Iran.;;;;;;;;;;;;;;x
EVTOPTA221002;Thank You Saudi Arabia!;;;;;;;;;;;;;;x
EVTNAME221003;Support from the USA;;;;;;;;;;;;;;x
EVTDESC221003;The USA is keen to support Iraq in the war with Iran;;;;;;;;;;;;;;x
EVTOPTA221003;Thank You USA!;;;;;;;;;;;;;;x
EVTNAME221004;Support from France;;;;;;;;;;;;;;x
EVTDESC221004;France is supporting Iraq in the war with Iran.;;;;;;;;;;;;;;x
EVTOPTA221004;Thank You France!;;;;;;;;;;;;;;x
EVTNAME221005;Support from West Germany;;;;;;;;;;;;;;x
EVTDESC221005;West Germany is supporting Iraq in the war with Iran.;;;;;;;;;;;;;;x
EVTOPTA221005;Thank You West Germany!;;;;;;;;;;;;;;x
EVTNAME221006;Suppport from the Soviets;;;;;;;;;;;;;;x
EVTDESC221006;The Soviet Union is supporting Iraq in the war with Iran;;;;;;;;;;;;;;x
EVTOPTA221006;Thank You USSR!;;;;;;;;;;;;;;x
EVTNAME221007;Iran has blockaded our shipping lanes;;;;;;;;;;;;;;x
EVTDESC221007;Iran has imposed a naval blockade and attacked Iraqi shipping. Hopefully the West will intervene to protect their oil trade. ;;;;;;;;;;;;;;x
EVTOPTA221007;Bastards!;;;;;;;;;;;;;;x
EVTNAME221008;Military Crisis;;;;;;;;;;;;;;x
EVTDESC221008;Military defeats can no longer be ignored. The fault must surely lie with the Generals. Executing the generals who fail Iraq will set an example for the rest of the military.;;;;;;;;;;;;;;x
EVTOPTA221008;Useless Fools!;;;;;;;;;;;;;;x
EVTNAME221009;Minister is Shot;;;;;;;;;;;;;;x
EVTDESC221009; At a cabinet meeting in Baghdad, Minister of Health Riyadh Ibrahim Hussein suggested that Saddam could step down temporarily as a way of easing Iran towards a ceasefire, and then afterwards would come back to power. Saddam, annoyed, asked if anyone else in the Cabinet agreed with the Health Minister's idea. When no one raised their hand in support, he escorted Riyadh Hussein to the next room, closed the door and shot him with his pistol. Saddam returned to the room and continued with his meeting.;;;;;;;;;;;;;;x
EVTOPTA221009;Fool!;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
## PER ##
EVTNAME286007;Kurdish Revolts;;;;;;;;;;;;;;x
EVTDESC286007;Iraq has helped to instigate riots among Iranian Arabs in Khuzestan province, supporting them in their labor disputes, and turning uprisings into armed battles between Iran's Revolutionary Guards and militants, killing over 100 on both sides.;;;;;;;;;;;;;;x
EVTOPTA286007;Crush the Revolts;;;;;;;;;;;;;;x
EVTOPTB286007;Ignore the Revolts;;;;;;;;;;;;;;x
EVTOPTB286007;Placate the Rebels;;;;;;;;;;;;;;x
EVTNAME286008;Support from China;;;;;;;;;;;;;;x
EVTDESC286008;China is one of the few nations who Iran receives support from in the war with Iraq;;;;;;;;;;;;;;x
EVTOPTA286008;Thank You China!;;;;;;;;;;;;;;x
EVTNAME286009;Iraq requests peace;;;;;;;;;;;;;;x
EVTDESC286009;The Iraqi Government wants a ceasefire. It would be wise to consider the way the war is unfolding before deciding. Allowing Iraq to control Iranian land might not be in Iran’s best interests. However if losses have been severe and the situation is about to get worse then a ceasefire would be acceptable. The Revolution must survive this conflict!;;;;;;;;;;;;;;x
EVTOPTA286009;No Chance For Peace;;;;;;;;;;;;;;x
EVTOPTB286009;Give Peace A Chance;;;;;;;;;;;;;;x
EVTNAME286010;Iraq attacks our shipping;;;;;;;;;;;;;;x
EVTDESC286010;Iraq has began attacking Iranian shipping and Oil Wells in the Gulf. Whilst these attacks are destructive, we should also retaliate and attack the Iraqi trade routes.;;;;;;;;;;;;;;x
EVTOPTA286010;Bastards!;;;;;;;;;;;;;;x
EVTNAME286011;Political Crisis;;;;;;;;;;;;;;x
EVTDESC286011;The progress of the war is causing much tension between the moderate and hardliner leadership. The moderates support the regular army and less fanatical military tactics. However this is casuing some unrest with the Islamic revolutionary Guards who believe in victory at all costs as well as human wave attacks with Basji Militia. Lack of coordination in the armed forces highlights this political conflict.;;;;;;;;;;;;;;x
EVTOPTA286011;Not Good News;;;;;;;;;;;;;;x
EVTNAME286012;Purge the Air force Generals;;;;;;;;;;;;;;x
EVTDESC286012;The Political Crisis has spilled over into the Iranian Airforce. Despite the Air force being highly trained and perhaps the most valuable part of the armed forces, it lacks Revolutionary zeal. Many of the pre revolution air force generals will need to be removed.;;;;;;;;;;;;;;x
EVTOPTA286012;For the Revolution!;;;;;;;;;;;;;;x
EVTNAME286013;Military Crisis;;;;;;;;;;;;;;x
EVTDESC286013;The Iranian public had become increasingly war-weary and disillusioned with the fighting, and relatively few volunteers joined the fight. Because the Iranian war effort relied on popular mobilization, their military strength actually declined, and Iran was unable to launch any major offensives. As a result, the momentum of the fighting shifted towards the regular army. Since the regular army was conscription based, it made the war even less popular. Many Iranians began to try to escape the conflict. Anti-war demonstrations took place in 74 cities throughout Iran; however, they were crushed by the regime, resulting in some protesters being shot and killed. Draft-dodging had become a serious problem, and the Revolutionary Guards and police set up roadblocks throughout cities to capture those who tried to evade conscription.;;;;;;;;;;;;;;x
EVTOPTA286013;Not Good News;;;;;;;;;;;;;;x
EVTNAME286014;Operation Earnest Will;;;;;;;;;;;;;;x
EVTDESC286014;The US Navy has begun to protect Kuwaiti oil tankers in the Persian Gulf. These US operations to protect shipping are proving to be very problematic for us. Iran dare not attack US forces in retaliation, however the US attacks are threatening to cripple Iran.;;;;;;;;;;;;;;x
EVTOPTA286014;Problematic;;;;;;;;;;;;;;x
EVTNAME286015;Operation Nimble Archer;;;;;;;;;;;;;;x
EVTDESC286015;US destroyers shelled two oil platforms in the Rostam oil field. After the shelling, USS Thack (FFG-43) landed a SEAL platoon and a demolition unit that planted explosives on one of the platforms to destroy it. The SEALs next boarded and searched a third platform two miles away. Documents and radios were taken for intelligence.;;;;;;;;;;;;;;x
EVTOPTA286015;Imperialists!;;;;;;;;;;;;;;x
EVTNAME286016;Operation Praying Mantis;;;;;;;;;;;;;;x
EVTDESC286016;U.S. forces launched Operation Praying Mantis, attacking the Iranian frigates Sabalan and Sahand and oil platforms in the Sirri and Sassan oil fields. After U.S. warships bombarded the Sirri platform and set it ablaze, a UH-60 with a SEAL platoon flew toward the platform but was unable to get close enough because of the roaring fire. Secondary explosions soon wrecked the platform.;;;;;;;;;;;;;;x
EVTOPTA286016;Imperialists!;;;;;;;;;;;;;;x
EVTNAME286017;Military Crisis;;;;;;;;;;;;;;x
EVTDESC286017;The Iranian military was badly worn down by the war. This combined with the lack of new equipment. The population was also war weary and the fear of invasion and ulitmate defeat was growing.;;;;;;;;;;;;;;x
EVTOPTA286017;Bad news!;;;;;;;;;;;;;;x
EVTNAME286018;War is Over!;;;;;;;;;;;;;;x
EVTDESC286018;An uneasy peace falls over the battlefields. Held together by the UN, it remains to be seen how long peace between these two bitter enemies will last.;;;;;;;;;;;;;;x
EVTOPTA286018;Peace at last;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
## USA ##
EVTNAME354400;USS Stark Attacked;;;;;;;;;;;;;;x
EVTDESC354400;A U.S. Navy ship, the Stark, was struck  by two Exocet anti-ship missiles fired from an Iraqi F-1 Mirage plane. The missiles had been at about the time the plane was given a routine radio warning by the Stark. The frigate did not detect the missiles with radar, and warning was given by the lookout only moments before they struck. Both missiles hit the ship, and one exploded in crew quarters, killing 37 sailors and wounding 21.;;;;;;;;;;;;;;x
EVTOPTA354400;It must have been pilot error.;;;;;;;;;;;;;;x
EVTOPTB354400;This is an outrage!;;;;;;;;;;;;;;x
EVTNAME354401;Operation Earnest Will;;;;;;;;;;;;;;x
EVTDESC354401;The US were increasingly concerned by Iranian attacks on shipping in the Persian Gulf. To this end the US Navy began an operation to protect Kuwait Oil Tankers and ultimately to end the Iranian attacks on shipping.;;;;;;;;;;;;;;x
EVTOPTA354401;Launch the Operation;;;;;;;;;;;;;;x
EVTOPTB354401;Call off the Operation;;;;;;;;;;;;;;x
EVTNAME354402;Operation Nimble Archer;;;;;;;;;;;;;;x
EVTDESC354402;Shall we launch Operation Nimble Archer, a limited attack on Iranian oil platforms in the Persian Gulf in order to punish them for their attacks on shipping in the Gulf.;;;;;;;;;;;;;;x
EVTOPTA354402;Launch the Operation;;;;;;;;;;;;;;x
EVTOPTB354402;Call off the Operation;;;;;;;;;;;;;;x
EVTNAME354403;Operation Praying Mantis;;;;;;;;;;;;;;x
EVTDESC354403;The Iranians have still not learned their lesson. Shall we launch Operation Praying Mantis, a limited attack on Iranian naval forces and oil platforms in the Persian Gulf in order to punish them for their minelaying in the Gulf.;;;;;;;;;;;;;;x
EVTOPTA54403;Launch the Operation;;;;;;;;;;;;;;x
EVTOPTB54403;Call off the Operation;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
